"gene","covid_log2FC","covid_padj","covid_direction","virus_log2FC","virus_padj","virus_direction","shared_direction"
"ENDOG",-1.697423782487,0.00725595001369522,"Down",-3.85351972104277,0.000316961537576332,"Down","Shared Down"
"CIAPIN1",-1.06880571767576,0.0073433011590213,"Down",-3.21447875012268,5.19801153716919e-05,"Down","Shared Down"
"SNORD32A",-1.35685851899053,0.00739121722944376,"Down",-5.06724298923892,2.80446936952425e-08,"Down","Shared Down"
"PRMT8",-1.78632486257181,0.0074205775073928,"Down",-2.64706445957915,0.0293726131767964,"Down","Shared Down"
"OIP5",-1.7093359131935,0.00766436133274383,"Down",-3.32103492830973,0.00761534705324688,"Down","Shared Down"
"MIR200B",-1.67895479065884,0.00773484573661245,"Down",-3.52396945751236,0.000191252246138118,"Down","Shared Down"
"MYRFL",-1.6622133499787,0.00804667536588288,"Down",-2.54800410604763,0.0378938922723591,"Down","Shared Down"
"ACOT7",-1.04826543644217,0.00820123353585556,"Down",-2.60078479087324,0.00125408338077688,"Down","Shared Down"
"GPC1",-1.09861093191405,0.00874454106636148,"Down",-2.80140433290755,0.000489236753117028,"Down","Shared Down"
"MBD6",-1.56570546299242,0.00895525353848688,"Down",-2.98091903198781,0.00136588719745079,"Down","Shared Down"
"NUDT16L1",-1.12239347237032,0.0090983309085919,"Down",-3.83764515915985,3.40293513133396e-06,"Down","Shared Down"
"MATN2",-1.15550659167366,0.00916524118962319,"Down",-3.17684388208093,0.000163112015560183,"Down","Shared Down"
"B4GALT2",-1.1304480048089,0.00924442671418095,"Down",-3.3833496571485,0.000717724001506185,"Down","Shared Down"
"FOXL1",-2.63231707939373,0.00951356116475146,"Down",-4.68063831140528,0.000252279279230996,"Down","Shared Down"
"GPR161",-1.50556833877154,0.00974009289906042,"Down",-3.18602246760894,0.00193612242590541,"Down","Shared Down"
"BLM",-1.85579338009992,0.00989604355997895,"Down",-4.80738109531929,5.631462779559e-07,"Down","Shared Down"
"GJB5",-1.25991684541887,0.00993184651245667,"Down",-3.53068902114405,0.000190848177138656,"Down","Shared Down"
"XXYLT1",-1.21194514924646,0.00993184651245667,"Down",-3.52287742228657,6.62260410311303e-05,"Down","Shared Down"
"PLA2G2F",-2.32500996644801,0.00994323966586276,"Down",-3.83220533953794,0.000737155476696197,"Down","Shared Down"
"INPP5J",-1.78205492365179,0.0100173272146423,"Down",-4.24671780411816,0.000166453264825742,"Down","Shared Down"
"MAFK",-1.0155244958975,0.0102560586130506,"Down",-2.51666210271993,4.01544671464571e-05,"Down","Shared Down"
"SPATC1L",-1.58056949509915,0.0102873482237311,"Down",-4.01794009834264,1.22915749764338e-07,"Down","Shared Down"
"ECI1",-1.03651623923897,0.0105122959896773,"Down",-3.27865557333251,2.54431960324951e-06,"Down","Shared Down"
"FHL2",-1.13592093489076,0.0105231184768495,"Down",-2.48329481326558,0.00106777917832392,"Down","Shared Down"
"ZBTB46",-1.01916546677408,0.0109426008799896,"Down",-2.56376789427928,0.0244978712259588,"Down","Shared Down"
"RNY5",-1.49032769620075,0.0110199252260134,"Down",-5.74317139484507,1.11872258559087e-14,"Down","Shared Down"
"GPR55",-1.76004937519321,0.0112627714054642,"Down",-3.78825497399031,0.000102014994943531,"Down","Shared Down"
"ADIRF",-1.41382047753027,0.0112826148093997,"Down",-3.93148256547234,1.34823740948093e-06,"Down","Shared Down"
"FAM198B",-1.49768606313771,0.011307723618289,"Down",-4.22533337758687,4.4122282794318e-05,"Down","Shared Down"
"SYCE1L",-1.55867827094268,0.0114270832191784,"Down",-3.34238138506905,0.00156955044242625,"Down","Shared Down"
"TXNDC17",-1.24668162306614,0.0118093752321676,"Down",-3.52696865427424,0.000296837118029623,"Down","Shared Down"
"MEMO1",-1.27586304603691,0.0118180990769648,"Down",-3.37429399263785,0.000590370301796553,"Down","Shared Down"
"RN7SL1",-1.0760675349282,0.0118822281326847,"Down",-2.6410281154619,2.34120746359424e-06,"Down","Shared Down"
"FRMD4A",-1.00578250465936,0.0119202537899545,"Down",-3.0792995179104,0.00158272081430994,"Down","Shared Down"
"STARD4",-1.84500738415941,0.0121741228081598,"Down",-3.43128093329778,0.00292966946722337,"Down","Shared Down"
"C8orf82",-1.2002943472748,0.0122877812799244,"Down",-2.85499958578666,0.000898454884123386,"Down","Shared Down"
"TMEM222",-1.27150821165338,0.0122877812799244,"Down",-3.47337578422548,0.000204324953273894,"Down","Shared Down"
"FSD1L",-1.0412894946111,0.0127262327926342,"Down",-3.48139652889861,0.000151934870892283,"Down","Shared Down"
"NUAK1",-1.09171498404268,0.0129653642909724,"Down",-3.35601196047682,2.23246007928662e-05,"Down","Shared Down"
"CPAMD8",-1.64291456930414,0.0131950514080851,"Down",-3.60051638055003,0.000948910402076246,"Down","Shared Down"
"PYCARD_AS1",-1.77470973255675,0.0134473949500036,"Down",-3.58727869867319,0.00658146570540451,"Down","Shared Down"
"ZDHHC8",-1.00303216419937,0.01363026555626,"Down",-3.3878673140921,8.55891085777551e-06,"Down","Shared Down"
"RPRM",-1.45170419999627,0.0137121996187127,"Down",-3.4979182390946,0.00095156585688188,"Down","Shared Down"
"MAPK8IP2",-1.42992148445492,0.0140481012470008,"Down",-2.64540649901413,0.00514808664180042,"Down","Shared Down"
"TSEN2",-1.2306135881915,0.0141419579293779,"Down",-3.18484578761255,0.000289803194633079,"Down","Shared Down"
"CDK5R2",-2.06010590092743,0.0142254170523465,"Down",-2.93803843225759,0.00836462841001041,"Down","Shared Down"
"KCNG2",-1.69343533027155,0.0142356116059785,"Down",-4.36978510881066,2.03999789244315e-07,"Down","Shared Down"
"LINC01003",-1.60474595058766,0.0148952162010995,"Down",-3.45148552579429,0.00035563358152028,"Down","Shared Down"
"GSTZ1",-1.06586270580853,0.0151228596720319,"Down",-3.6679065715297,7.73456603288705e-06,"Down","Shared Down"
"LRP3",-1.50235996900976,0.0151764844111484,"Down",-3.33094273979327,0.0122619278688448,"Down","Shared Down"
"CD109",-2.18835517650249,0.0153600086590159,"Down",-2.85890007004905,0.0479282782131303,"Down","Shared Down"
"TET1",-1.33720989396277,0.0153647576152695,"Down",-3.81638733056453,0.000179494038296728,"Down","Shared Down"
"SOX7",-1.48170211438883,0.0153743081804658,"Down",-3.8378222906834,7.58741692371643e-06,"Down","Shared Down"
"CSPG4",-1.59310648080118,0.0154099762337237,"Down",-3.62025183077752,0.00065855804844272,"Down","Shared Down"
"TPCN2",-1.22722712569369,0.0155258985349372,"Down",-2.7576227536393,0.00104475180609752,"Down","Shared Down"
"INAFM1",-1.09216626181157,0.0158803138182899,"Down",-2.82262964503727,0.000154771532315163,"Down","Shared Down"
"LY6D",-1.77265850224915,0.0159128848298068,"Down",-3.15477628147151,0.000514165053585633,"Down","Shared Down"
"GLTPD2",-1.19863909343882,0.0159290087809141,"Down",-3.01808838578768,0.000265864001320055,"Down","Shared Down"
"PRDM16",-1.8449892535172,0.0159402992411907,"Down",-3.54591865974411,0.00180123033783785,"Down","Shared Down"
"DCXR",-1.03701239520445,0.0162110643899062,"Down",-3.29366667969837,1.15541873816232e-05,"Down","Shared Down"
"BIK",-1.11837801976563,0.0165503661865173,"Down",-2.87126403466881,0.00340658225712038,"Down","Shared Down"
"KCTD15",-1.63017479973877,0.0165503661865173,"Down",-3.2722546082493,0.000481082037853741,"Down","Shared Down"
"SLC27A4",-1.12029011358412,0.0165503661865173,"Down",-3.5935737200745,0.000108698053442332,"Down","Shared Down"
"MFAP3L",-1.72459421371784,0.0166288709428596,"Down",-4.69537241116527,1.28992169862077e-07,"Down","Shared Down"
"INPP5A",-1.53950162547497,0.0167885487091789,"Down",-3.74863341405243,0.000271102882220621,"Down","Shared Down"
"PPP1R14B",-1.13313818252235,0.0167885487091789,"Down",-3.01785584991372,0.000830471343043129,"Down","Shared Down"
"FAM109A",-1.36287510592984,0.0167897566950704,"Down",-3.87434722816629,8.37859889808308e-06,"Down","Shared Down"
"GID4",-1.18995679696098,0.0168355126517967,"Down",-3.68115893795266,1.53917928937717e-05,"Down","Shared Down"
"IL21R",-1.42800516514678,0.0168945351996854,"Down",-3.06791066453845,0.00128214534711852,"Down","Shared Down"
"ZNF205",-1.12851163933983,0.0172152751487905,"Down",-3.25468108429542,0.000106316336775426,"Down","Shared Down"
"AACSP1",-2.15945948366296,0.0175808706761764,"Down",-4.22843548490325,0.00129905017363798,"Down","Shared Down"
"SOX15",-1.26600342929561,0.0178711616626865,"Down",-3.23241894300193,0.000180400583899411,"Down","Shared Down"
"PTMS",-1.07395190716167,0.0190223804338215,"Down",-1.53946314810394,0.0162599924085191,"Down","Shared Down"
"HPS6",-1.01554806108723,0.0191508743989307,"Down",-3.38534840228853,1.09494666507763e-05,"Down","Shared Down"
"NKX2_2",-2.17428576311482,0.0193352740413249,"Down",-4.4635219883814,0.000342459440221849,"Down","Shared Down"
"TSPAN11",-1.37862170827884,0.0193352740413249,"Down",-3.54554268018993,0.000186811345700028,"Down","Shared Down"
"ZMAT5",-1.07616267046199,0.0194724204083917,"Down",-3.4697695793644,0.00013151862714841,"Down","Shared Down"
"FAM171A2",-1.6321972148977,0.0194757278854386,"Down",-3.12144670205483,0.0011262014178291,"Down","Shared Down"
"FLRT1",-1.33552910377049,0.0194848710954439,"Down",-2.63859690911278,0.013963052921385,"Down","Shared Down"
"STRA13",-1.17786032892395,0.0194848710954439,"Down",-3.22159498778235,0.00189545244368889,"Down","Shared Down"
"INSIG1",-1.17849742949042,0.0195446314929276,"Down",-2.85790425521183,0.000958773718741987,"Down","Shared Down"
"SNORA45A",-1.0825630325883,0.01955399865756,"Down",-4.73508547572929,2.98251175996328e-10,"Down","Shared Down"
"TSEN34",-1.00177165532251,0.0198245524554089,"Down",-2.81593541207834,0.000564165048107181,"Down","Shared Down"
"RNF150",-1.23519328160748,0.0202085197374084,"Down",-2.61658602790355,0.00941348572049904,"Down","Shared Down"
"GSDMD",-1.04057292586422,0.0202266647875606,"Down",-3.18949173498765,1.82541117518871e-06,"Down","Shared Down"
"SYNPO2",-1.05903746017484,0.0204449683294252,"Down",-2.32048635121276,0.0014829095134078,"Down","Shared Down"
"SLC22A18",-1.0294276679825,0.0204818548626986,"Down",-3.01082147919128,0.00597188679907981,"Down","Shared Down"
"KCNK5",-1.02141825854645,0.0212796703406036,"Down",-3.21470833646857,0.00011383977156476,"Down","Shared Down"
"NEIL2",-1.02408335162357,0.0215295007289134,"Down",-3.1996754685235,0.000559252307821133,"Down","Shared Down"
"IL17RE",-1.24204726788104,0.0216346663673724,"Down",-3.41410107637002,0.00852490065122867,"Down","Shared Down"
"PAFAH1B3",-1.42740475370334,0.0218419762946269,"Down",-3.61144291568523,3.17029648773662e-05,"Down","Shared Down"
"PHOSPHO1",-1.79844055777315,0.0222646048536171,"Down",-3.27268386953451,0.00743327228771642,"Down","Shared Down"
"DKFZP434A062",-1.59308307901947,0.0225292949716948,"Down",-3.53786484207429,0.000675344074264045,"Down","Shared Down"
"TRAPPC5",-1.13537744803792,0.0229506330894889,"Down",-3.97290827117222,4.63056060437218e-07,"Down","Shared Down"
"TONSL",-1.49736582109521,0.0229658902302398,"Down",-3.79354359537487,1.78490254023099e-05,"Down","Shared Down"
"ARAP3",-1.10771234553929,0.0232545583387126,"Down",-3.04609762210722,0.000174957604460098,"Down","Shared Down"
"TK1",-1.20444787260909,0.023797899305922,"Down",-3.45418623107764,0.000573506328266161,"Down","Shared Down"
"ADGRG6",-1.88010361934174,0.0240324069841312,"Down",-2.80951365299571,0.04447168088036,"Down","Shared Down"
"YJEFN3",-1.53107239673276,0.0242014039411851,"Down",-3.55144370542823,4.21430888300833e-05,"Down","Shared Down"
"MZT2A",-1.10276649359138,0.0242588393285876,"Down",-3.01072600682017,0.000282657427440904,"Down","Shared Down"
"TMEM201",-1.04997706498668,0.0242713433561068,"Down",-2.89380703592263,0.00323860959360085,"Down","Shared Down"
"DNER",-1.57546339033581,0.0246677430636348,"Down",-3.70843783417784,0.00019110823494749,"Down","Shared Down"
"RNF152",-1.2345115986926,0.0256546545032828,"Down",-2.87223151535396,0.00419383489215958,"Down","Shared Down"
"SNORD88A",-1.63966093470372,0.0257173126956596,"Down",-4.86185015255923,1.30994163766593e-05,"Down","Shared Down"
"GMPPA",-1.00408570722799,0.02615332461281,"Down",-3.01736334958654,0.00116645287908179,"Down","Shared Down"
"CACNA2D4",-1.45575707178182,0.0261790086485604,"Down",-2.80247672819508,0.0112071423884992,"Down","Shared Down"
"RHOD",-1.37231153309161,0.0262625811551927,"Down",-3.23898654561103,0.00366810572300789,"Down","Shared Down"
"PAOX",-1.09296274284572,0.0262808055603882,"Down",-2.98428726699904,0.00142013841804291,"Down","Shared Down"
"CHST1",-2.14957461306669,0.0263914279409555,"Down",-3.51447880502045,0.00362804802134353,"Down","Shared Down"
"PRKCA",-1.00170609602613,0.0264984756723858,"Down",-2.84197441620395,0.00295558579416172,"Down","Shared Down"
"TEX101",-1.22327138068878,0.02664127810371,"Down",-2.49113217426408,0.0060847015851525,"Down","Shared Down"
"LOC101927248",-1.35315483205191,0.0267630194824366,"Down",-3.51814803953325,0.00125399054740595,"Down","Shared Down"
"SMOX",-1.34151363028803,0.0267630194824366,"Down",-3.19957050051019,8.35893108127472e-05,"Down","Shared Down"
"PARL",-1.0670267201245,0.0271096765673222,"Down",-2.1222137853542,0.00721491384261902,"Down","Shared Down"
"PLXNB3",-1.11356195458934,0.0272216203827152,"Down",-3.04255345686823,0.00128347565258196,"Down","Shared Down"
"RNA28S5",-1.43626193856783,0.0279943502696022,"Down",-2.9621422004664,0.000589387749682462,"Down","Shared Down"
"JAKMIP1",-1.57065491216685,0.0280419673928802,"Down",-3.16105060247797,0.000453738594521884,"Down","Shared Down"
"ARFGAP3",-1.27273425599891,0.0284322087216044,"Down",-3.75600937830481,8.81395106986269e-07,"Down","Shared Down"
"NKX2_5",-1.59035139845409,0.0284397464745914,"Down",-2.85951592536193,0.00227481663301983,"Down","Shared Down"
"TMEM54",-1.07620935937963,0.028462701952024,"Down",-3.32516006621858,3.26273895471632e-06,"Down","Shared Down"
"CPTP",-1.27113980068528,0.0291341345884039,"Down",-3.16383410590486,0.000505911733448763,"Down","Shared Down"
"ALDH4A1",-1.11291915615765,0.0293270683357692,"Down",-3.4145297046777,0.000368492423165582,"Down","Shared Down"
"VWA1",-1.11449124967053,0.0294866312612418,"Down",-3.02521729986943,8.69580203644834e-05,"Down","Shared Down"
"COMMD5",-1.13846618173499,0.0297207229097743,"Down",-3.28729306413912,6.90996245021234e-05,"Down","Shared Down"
"HAUS7",-1.15115361682443,0.029863426179945,"Down",-3.43108075529488,0.000168954768083711,"Down","Shared Down"
"ST8SIA5",-1.16828239593749,0.0303834460473563,"Down",-3.25018701765123,7.24312688643357e-05,"Down","Shared Down"
"MYEOV2",-1.03738922052774,0.0303944012475465,"Down",-3.72758891513498,8.73730142509294e-06,"Down","Shared Down"
"GRIN2D",-1.42568137280393,0.030538189551424,"Down",-2.66362999970475,0.0151691857381728,"Down","Shared Down"
"FBLIM1",-1.03421931556832,0.0305643633222177,"Down",-3.35961302244346,4.21230655257478e-05,"Down","Shared Down"
"RDH14",-1.05489812661659,0.0309716584611979,"Down",-2.14438438855098,0.0240621910745787,"Down","Shared Down"
"ARL4D",-1.03236590639732,0.0319966778173273,"Down",-2.80941058965151,0.00156955044242625,"Down","Shared Down"
"MGC72080",-1.04796000592849,0.0320142063456956,"Down",-2.86819810022956,0.00577901174790741,"Down","Shared Down"
"DNAAF5",-1.30102096687508,0.0324294505719318,"Down",-3.72592543812264,3.28871394172759e-05,"Down","Shared Down"
"ADRA1A",-1.55140870900145,0.0327732539451761,"Down",-3.27221563036586,0.00188888937758008,"Down","Shared Down"
"TNNI2",-1.17623516229434,0.0327732539451761,"Down",-3.46340933911724,3.83440636471687e-08,"Down","Shared Down"
"RNU5F_1",-1.55079251062638,0.0328721005314037,"Down",-3.99833620149079,3.91324854772736e-05,"Down","Shared Down"
"GRID2IP",-1.03683471673787,0.0330230373105498,"Down",-2.55180221386836,0.00967907858292238,"Down","Shared Down"
"RPP25",-1.2872191469319,0.0330769365058615,"Down",-3.54474628647204,0.000236448387308013,"Down","Shared Down"
"EFNB1",-1.02813392617081,0.0346097979666209,"Down",-2.44813434802159,0.0386877210342757,"Down","Shared Down"
"NT5DC2",-1.03786188039378,0.0349686097674045,"Down",-3.19925440811941,0.00030934094590769,"Down","Shared Down"
"ADA",-1.78365449394227,0.0351583624175429,"Down",-4.03858295220445,0.000230093233426479,"Down","Shared Down"
"BOD1",-1.63906755514679,0.0351852963447816,"Down",-4.03913256626854,1.68147290547304e-05,"Down","Shared Down"
"NPDC1",-1.24587770158942,0.0356806912146644,"Down",-2.91646353972887,0.00213525292344549,"Down","Shared Down"
"GATA2",-1.5379186175367,0.0356958839748619,"Down",-3.03221573042992,0.00524171321749811,"Down","Shared Down"
"LAT",-1.11478541998046,0.0357153743502062,"Down",-3.06977572735989,5.81056970209842e-05,"Down","Shared Down"
"MLLT4_AS1",-1.66404584084617,0.0362948233943849,"Down",-3.18308560442466,0.00101473047437685,"Down","Shared Down"
"FGFBP3",-1.00924077565459,0.0364228781714483,"Down",-3.27611036019052,0.00170615448437042,"Down","Shared Down"
"ZNF358",-1.02416068069045,0.0364249188512211,"Down",-2.72440556706873,0.0125293178141312,"Down","Shared Down"
"SNHG17",-1.09343719561956,0.0366211349747055,"Down",-3.12747423117676,0.000675312525645036,"Down","Shared Down"
"LIPE",-1.78418141712087,0.0369820841290105,"Down",-3.78059010944134,0.000414233572784873,"Down","Shared Down"
"TFF3",-1.40068147272945,0.0372150672112736,"Down",-4.85406876002017,1.22799368853785e-06,"Down","Shared Down"
"SLC35E1",-1.3414343186134,0.0375269333870359,"Down",-3.38668240204843,8.04551075186121e-07,"Down","Shared Down"
"TRMT61A",-1.03933713601863,0.0377549253740954,"Down",-3.32080313440774,0.000898461678412251,"Down","Shared Down"
"SEPT4",-1.76476839558883,0.0383717922247197,"Down",-3.10489808692773,0.00247008965075708,"Down","Shared Down"
"ADARB1",-1.10149680372521,0.0383787996422853,"Down",-2.96377302311125,0.00143642564398142,"Down","Shared Down"
"FZD8",-1.07156745564216,0.0386636943635736,"Down",-2.87229986004167,0.0137444589449698,"Down","Shared Down"
"C8orf76",-1.21362816943044,0.0391556881863509,"Down",-3.14117861256504,0.0020426325962233,"Down","Shared Down"
"FCHO1",-1.4358089620249,0.0394776010355432,"Down",-3.15212625520221,0.000541004176506121,"Down","Shared Down"
"KIF26B",-1.15662129359994,0.0397227218445908,"Down",-2.84569842829439,0.00249267601834624,"Down","Shared Down"
"SNORA38B",-1.0729284720637,0.0400544740330957,"Down",-4.03151114951542,1.76797998217104e-08,"Down","Shared Down"
"CYP2A7",-1.61664964639768,0.0404343410231791,"Down",-3.84203009567876,0.000361351177699264,"Down","Shared Down"
"ABHD11_AS1",-1.06518700011046,0.0407789555823273,"Down",-2.58260170525869,0.0067433127544137,"Down","Shared Down"
"NPEPL1",-1.13303209063219,0.0418286391303629,"Down",-3.26414046559503,3.90111010897661e-06,"Down","Shared Down"
"ZC3H12A",-1.19364918490245,0.0419680836673086,"Down",-1.73983117118188,0.0339123140767975,"Down","Shared Down"
"VSIG2",-1.02856537245471,0.0421914389838465,"Down",-3.43660796124835,2.67315087855629e-05,"Down","Shared Down"
"MRGPRF",-1.64714760057038,0.0433828330152597,"Down",-3.16998790831085,0.00526005826808591,"Down","Shared Down"
"KRT24",-1.80397310971841,0.0434179903310576,"Down",-3.1200389567494,0.000743817218430735,"Down","Shared Down"
"LOC102724084",-2.04869009577902,0.0441576688911529,"Down",-3.76703082562473,0.00139117291650467,"Down","Shared Down"
"SH3TC2",-1.24457275902763,0.0444871246762773,"Down",-2.3562414459974,0.0227895070097411,"Down","Shared Down"
"KLHL17",-1.31005473852752,0.0447745318695743,"Down",-3.53856622630664,0.000218285903096685,"Down","Shared Down"
"FSCN1",-1.35665676694179,0.0472417745036883,"Down",-2.63995358971698,0.00170764383458385,"Down","Shared Down"
"SNORA77",-1.14231901958374,0.0477607465531307,"Down",-4.772575457899,1.42735221117636e-06,"Down","Shared Down"
"METRN",-1.03970999056984,0.0484653249866073,"Down",-3.56740910827654,8.19963761981418e-05,"Down","Shared Down"
"PHLDA3",-1.01640421748998,0.0493593133576924,"Down",-3.29078883233243,1.58179312173658e-07,"Down","Shared Down"
"LAMC3",-2.01661729506137,0.0499318395243024,"Down",-3.10261078502441,0.0142998678644403,"Down","Shared Down"
"IFI6",4.17997368489285,3.84382007509899e-24,"Up",2.32854363260557,0.0013527729735055,"Up","Shared Up"
"IFIT1",5.35399948639352,7.1942514543949e-23,"Up",4.01270607990529,9.83699750883826e-07,"Up","Shared Up"
"RSAD2",5.33409008904523,1.09671915059441e-17,"Up",4.28317351365819,2.2771865412441e-08,"Up","Shared Up"
"EPSTI1",3.30939938355193,3.65105105469954e-17,"Up",2.31924209849768,0.000503362243681805,"Up","Shared Up"
"IFITM1",3.80631244467844,3.65105105469954e-17,"Up",2.20333160151557,0.000374912447417677,"Up","Shared Up"
"ISG15",5.45200393411483,9.44545425908047e-17,"Up",4.00513162820608,3.35066555426299e-07,"Up","Shared Up"
"IFIT2",5.50677230372424,5.76986351705656e-16,"Up",4.942604937625,9.06772636748281e-10,"Up","Shared Up"
"DDX60",3.03216246896283,1.02026017318918e-15,"Up",1.44429011936892,0.0204105842586018,"Up","Shared Up"
"IFIT3",4.53091164275534,1.14890985136368e-15,"Up",3.79284623493242,1.81414801880844e-07,"Up","Shared Up"
"XAF1",3.19864786802343,3.87498926004651e-13,"Up",1.558989175718,0.0188152103354817,"Up","Shared Up"
"SOCS1",6.15208302175584,8.01058909903564e-13,"Up",3.1176097560435,3.20199705224927e-05,"Up","Shared Up"
"RNU11",4.55827475888238,1.02771570247277e-12,"Up",2.08794753987411,0.000166453264825742,"Up","Shared Up"
"SAMD9",3.16950255972134,1.24471649704551e-12,"Up",1.94891085646918,0.00366623798145606,"Up","Shared Up"
"SAMD9L",3.28406673269189,3.1079732924884e-12,"Up",2.27475100323579,0.00106629981399213,"Up","Shared Up"
"SERPING1",3.29545450878666,3.1079732924884e-12,"Up",1.7123750303097,0.0140500539373089,"Up","Shared Up"
"DDX58",3.20364030234356,1.34486738998544e-11,"Up",2.54495964284655,0.00105523316439121,"Up","Shared Up"
"ADCK2",5.63401956473177,7.65646429550354e-11,"Up",1.71787905300301,0.0262957075017387,"Up","Shared Up"
"HS1BP3",5.03859664374366,1.4006559067576e-10,"Up",2.26856288303225,0.00408150819882805,"Up","Shared Up"
"PARP14",2.21683448813664,1.73941138374075e-10,"Up",1.48467875613856,0.0228517628365372,"Up","Shared Up"
"GBP1",3.20576899714572,2.23326803895811e-10,"Up",2.80499404944538,1.53068513785321e-05,"Up","Shared Up"
"DDX60L",3.39947368669416,2.55018119154423e-10,"Up",2.30322674627474,0.000478830857084747,"Up","Shared Up"
"IFIH1",2.81217403481337,2.55018119154423e-10,"Up",1.69940382732874,0.0118219325679063,"Up","Shared Up"
"SP110",2.44309995981705,3.00363496364345e-10,"Up",1.16284427118775,0.0430939802661236,"Up","Shared Up"
"MX2",2.85433799658665,5.34811386149608e-10,"Up",1.3677449076844,0.023169439374855,"Up","Shared Up"
"USP18",2.65060274607711,1.23026266837672e-09,"Up",1.7538312656076,0.00591962012128866,"Up","Shared Up"
"GBP5",3.52501759357735,6.25182350864632e-09,"Up",3.18683975188483,1.45652248396815e-06,"Up","Shared Up"
"HERC5",3.85286400941395,7.36251760019962e-09,"Up",2.66403452335882,0.000786319606793402,"Up","Shared Up"
"CXCL10",6.06549920250503,2.92298294412341e-08,"Up",6.56656595787853,2.60933074543697e-08,"Up","Shared Up"
"GIMAP4",3.02725899847701,6.18177539718126e-08,"Up",1.91493582434534,0.00764687129148229,"Up","Shared Up"
"FSTL3",4.48160990635263,7.21821734179857e-08,"Up",1.80902495008285,0.0175329825941742,"Up","Shared Up"
"NT5C3A",2.32630242302991,1.05427670264721e-07,"Up",1.80738334311415,0.0313896549158589,"Up","Shared Up"
"CARD16",3.59284979506063,1.15618952029015e-06,"Up",2.73129015041827,0.00120714039632936,"Up","Shared Up"
"ZBP1",3.99382450020637,1.63289346869947e-06,"Up",2.97567054711239,0.000759026746385042,"Up","Shared Up"
"SLC6A4",4.7886514516113,4.35131309842777e-06,"Up",3.2432896410682,0.0100143245364264,"Up","Shared Up"
"GBP4",2.39946137971388,4.57600598488264e-06,"Up",1.76297185315297,0.016484796137999,"Up","Shared Up"
"CXCL8",3.58705121434144,7.62105654736539e-06,"Up",2.02931650440194,0.011489219858648,"Up","Shared Up"
"CD274",2.76416877395131,1.08092272431889e-05,"Up",2.72300679301473,0.000271656188926294,"Up","Shared Up"
"OASL",2.95029243232665,1.09147629952335e-05,"Up",1.94765139751664,0.00923345981371076,"Up","Shared Up"
"TSKS",5.9282548613969,1.72016928572074e-05,"Up",4.06261014822056,0.00758125990252673,"Up","Shared Up"
"GBP2",2.38702463983676,1.92261451799105e-05,"Up",1.70470182212287,0.00314880876373106,"Up","Shared Up"
"FYB",2.60809013748255,2.05998893980565e-05,"Up",1.56312596001281,0.0179100287648104,"Up","Shared Up"
"NOX4",6.14398104391049,2.29817023810585e-05,"Up",7.07016107343939,0.000261639705153369,"Up","Shared Up"
"CXCL11",5.32479444400125,3.5730437583552e-05,"Up",6.06938351884286,5.87032723289354e-06,"Up","Shared Up"
"MNDA",3.49343536476651,5.67000836674737e-05,"Up",2.47306039457874,0.00739434218564019,"Up","Shared Up"
"MYOCD",5.21299004289291,5.73289806882826e-05,"Up",5.09047662935983,0.00244385687777962,"Up","Shared Up"
"FCGR3A",3.37338605382391,6.30109008836888e-05,"Up",2.29712249697796,0.0106315913710345,"Up","Shared Up"
"LCP2",2.69600848848786,6.30660940816675e-05,"Up",1.46988803531632,0.0413920589938008,"Up","Shared Up"
"BCL2A1",3.59974518207443,0.000100145303854447,"Up",2.14727499028721,0.013863791323296,"Up","Shared Up"
"SRGN",3.17382298626285,0.000116072551203564,"Up",2.14722809241767,0.015046728028692,"Up","Shared Up"
"TNFSF13B",3.40142768553841,0.000145116073576008,"Up",1.94581143077861,0.0255621124161527,"Up","Shared Up"
"FFAR2",4.23797810896831,0.000151327759786051,"Up",2.37771118199446,0.014966946461241,"Up","Shared Up"
"SAMSN1",3.22106333320111,0.000151669634043234,"Up",2.1152250403462,0.0147618159836354,"Up","Shared Up"
"CXCL9",3.39660785427154,0.000158882921320781,"Up",2.79484221846136,0.0048885256919981,"Up","Shared Up"
"RUFY4",2.3664579978913,0.000241669910757615,"Up",1.77842099266206,0.0260022629199823,"Up","Shared Up"
"CLEC2B",2.31477657954711,0.00026040573733365,"Up",1.55849551614433,0.0416436526576482,"Up","Shared Up"
"AQP9",3.6774722895655,0.000296585812073648,"Up",2.73507663661724,0.00570876836230992,"Up","Shared Up"
"GZMB",3.09574922725503,0.000744054542089923,"Up",3.19111351033081,0.00138166975196989,"Up","Shared Up"
"TNFAIP6",4.71535975893727,0.000763616698592639,"Up",3.61714685590111,0.00250909331379068,"Up","Shared Up"
"NEXN",2.35526059747926,0.000778700559817375,"Up",2.24572938971533,0.00778872318606157,"Up","Shared Up"
"CLEC4E",3.44489694988191,0.000923155802267251,"Up",2.16563446320377,0.0145992520083658,"Up","Shared Up"
"BCLAF1",1.60361187261142,0.00112786929438268,"Up",1.70267323359092,0.0360442656257424,"Up","Shared Up"
"BRE_AS1",3.40695954642497,0.001220226369232,"Up",2.41666815397886,0.0327210910161857,"Up","Shared Up"
"G0S2",2.99701249364721,0.001374482216303,"Up",2.15113877885615,0.015893293953294,"Up","Shared Up"
"ZEB2",1.73777282868345,0.00193427406228396,"Up",1.48252071552764,0.0452531565032607,"Up","Shared Up"
