"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction","comparison"
"ADAMTS1",23.1265791340438,-3.52387952211439,0.518543703598889,-6.7957232874632,1.07770457556815e-11,7.38482028048113e-10,"Down","COVID19_vs_OtherVirus"
"CDK10",47.1008644424286,-1.48550248826612,0.218791182052821,-6.78959030399809,1.1245242529971e-11,7.67271548006481e-10,"Down","COVID19_vs_OtherVirus"
"E2F1",17.5709328790469,-2.59390870438052,0.382220588722484,-6.78641805521331,1.14951745659864e-11,7.8098705157676e-10,"Down","COVID19_vs_OtherVirus"
"SPATA31D1",14.8721008012209,-3.5886275135099,0.529123597663578,-6.78221029898497,1.18351023165205e-11,8.0067476095579e-10,"Down","COVID19_vs_OtherVirus"
"IFIT3",334.664603419443,-1.5028122048582,0.222111112189642,-6.76603790797769,1.3235687954107e-11,8.91649763186806e-10,"Down","COVID19_vs_OtherVirus"
"FLNC",25.8292132376784,-1.9256300379117,0.284677507600189,-6.76425072758512,1.34000852573902e-11,8.989317698298e-10,"Down","COVID19_vs_OtherVirus"
"ALG9",10.5892197458275,1.97950319107661,0.293579130228355,6.74265636503823,1.55516727729006e-11,1.0389037970382e-09,"Up","COVID19_vs_OtherVirus"
"CSF1R",21.2238676922769,-2.11178297995034,0.313398449490256,-6.73833257115714,1.6021452899102e-11,1.06582715411276e-09,"Down","COVID19_vs_OtherVirus"
"AMIGO1",12.4251812661273,-3.36034774843741,0.499696950950478,-6.72477136801749,1.75868367563025e-11,1.1555203113215e-09,"Down","COVID19_vs_OtherVirus"
"ROBO3",7.24230013164528,-3.12436516773039,0.464586092629466,-6.72505100195121,1.75530948433072e-11,1.1555203113215e-09,"Down","COVID19_vs_OtherVirus"
"SNORA74B",28.9261546091211,1.47808235055054,0.219758339462658,6.72594429938211,1.74457296306439e-11,1.1555203113215e-09,"Up","COVID19_vs_OtherVirus"
"SNORA13",10.1434140717766,1.78625018535818,0.265650294374096,6.72406627505083,1.76721987376411e-11,1.15637018461139e-09,"Up","COVID19_vs_OtherVirus"
"MSN",136.165904012059,-1.05696841896234,0.157513673405796,-6.71032803761306,1.94187368525671e-11,1.26546756158402e-09,"Down","COVID19_vs_OtherVirus"
"SCARNA21",36.1950310614395,1.76627279297957,0.263445848749633,6.70450037972759,2.02096629322982e-11,1.31165641616697e-09,"Up","COVID19_vs_OtherVirus"
"VTRNA1_1",307.652049262469,1.24574353194139,0.18638964764426,6.68354464792483,2.33230756169562e-11,1.50759605384746e-09,"Up","COVID19_vs_OtherVirus"
